Code,Name
U+1F930,pregnant woman
U+1F930 U+1F3FB,pregnant woman: light skin tone
U+1F930 U+1F3FC,pregnant woman: medium-light skin tone
U+1F930 U+1F3FD,pregnant woman: medium skin tone
U+1F930 U+1F3FE,pregnant woman: medium-dark skin tone
U+1F930 U+1F3FF,pregnant woman: dark skin tone
U+1F472,man with Chinese cap
U+1F472 U+1F3FB,man with Chinese cap: light skin tone
U+1F472 U+1F3FC,man with Chinese cap: medium-light skin tone
U+1F472 U+1F3FD,man with Chinese cap: medium skin tone
U+1F472 U+1F3FE,man with Chinese cap: medium-dark skin tone
U+1F472 U+1F3FF,man with Chinese cap: dark skin tone
U+1F64D,person frowning
U+1F64D U+1F3FB,person frowning: light skin tone
U+1F64D U+1F3FC,person frowning: medium-light skin tone
U+1F64D U+1F3FD,person frowning: medium skin tone
U+1F64D U+1F3FE,person frowning: medium-dark skin tone
U+1F64D U+1F3FF,person frowning: dark skin tone
U+1F64D U+200D U+2642 U+FE0F,man frowning
U+1F64D U+1F3FB U+200D U+2642 U+FE0F,man frowning: light skin tone
U+1F64D U+1F3FC U+200D U+2642 U+FE0F,man frowning: medium-light skin tone
U+1F64D U+1F3FD U+200D U+2642 U+FE0F,man frowning: medium skin tone
U+1F64D U+1F3FE U+200D U+2642 U+FE0F,man frowning: medium-dark skin tone
U+1F64D U+1F3FF U+200D U+2642 U+FE0F,man frowning: dark skin tone
U+1F64D U+200D U+2640 U+FE0F,woman frowning
U+1F64D U+1F3FB U+200D U+2640 U+FE0F,woman frowning: light skin tone
U+1F64D U+1F3FC U+200D U+2640 U+FE0F,woman frowning: medium-light skin tone
U+1F64D U+1F3FD U+200D U+2640 U+FE0F,woman frowning: medium skin tone
U+1F64D U+1F3FE U+200D U+2640 U+FE0F,woman frowning: medium-dark skin tone
U+1F64D U+1F3FF U+200D U+2640 U+FE0F,woman frowning: dark skin tone
U+1F64E,person pouting
U+1F64E U+1F3FB,person pouting: light skin tone
U+1F64E U+1F3FC,person pouting: medium-light skin tone
U+1F64E U+1F3FD,person pouting: medium skin tone
U+1F64E U+1F3FE,person pouting: medium-dark skin tone
U+1F64E U+1F3FF,person pouting: dark skin tone
U+1F64E U+200D U+2642 U+FE0F,man pouting
U+1F64E U+1F3FB U+200D U+2642 U+FE0F,man pouting: light skin tone
U+1F64E U+1F3FC U+200D U+2642 U+FE0F,man pouting: medium-light skin tone
U+1F64E U+1F3FD U+200D U+2642 U+FE0F,man pouting: medium skin tone
U+1F64E U+1F3FE U+200D U+2642 U+FE0F,man pouting: medium-dark skin tone
U+1F64E U+1F3FF U+200D U+2642 U+FE0F,man pouting: dark skin tone
U+1F64E U+200D U+2640 U+FE0F,woman pouting
U+1F64E U+1F3FB U+200D U+2640 U+FE0F,woman pouting: light skin tone
U+1F64E U+1F3FC U+200D U+2640 U+FE0F,woman pouting: medium-light skin tone
U+1F64E U+1F3FD U+200D U+2640 U+FE0F,woman pouting: medium skin tone
U+1F64E U+1F3FE U+200D U+2640 U+FE0F,woman pouting: medium-dark skin tone
U+1F64E U+1F3FF U+200D U+2640 U+FE0F,woman pouting: dark skin tone
U+1F645,person gesturing NO
U+1F645 U+1F3FB,person gesturing NO: light skin tone
U+1F645 U+1F3FC,person gesturing NO: medium-light skin tone
U+1F645 U+1F3FD,person gesturing NO: medium skin tone
U+1F645 U+1F3FE,person gesturing NO: medium-dark skin tone
U+1F645 U+1F3FF,person gesturing NO: dark skin tone
U+1F645 U+200D U+2642 U+FE0F,man gesturing NO
U+1F645 U+1F3FB U+200D U+2642 U+FE0F,man gesturing NO: light skin tone
U+1F645 U+1F3FC U+200D U+2642 U+FE0F,man gesturing NO: medium-light skin tone
U+1F645 U+1F3FD U+200D U+2642 U+FE0F,man gesturing NO: medium skin tone
U+1F645 U+1F3FE U+200D U+2642 U+FE0F,man gesturing NO: medium-dark skin tone
U+1F645 U+1F3FF U+200D U+2642 U+FE0F,man gesturing NO: dark skin tone
U+1F645 U+200D U+2640 U+FE0F,woman gesturing NO
U+1F645 U+1F3FB U+200D U+2640 U+FE0F,woman gesturing NO: light skin tone
U+1F645 U+1F3FC U+200D U+2640 U+FE0F,woman gesturing NO: medium-light skin tone
U+1F645 U+1F3FD U+200D U+2640 U+FE0F,woman gesturing NO: medium skin tone
U+1F645 U+1F3FE U+200D U+2640 U+FE0F,woman gesturing NO: medium-dark skin tone
U+1F645 U+1F3FF U+200D U+2640 U+FE0F,woman gesturing NO: dark skin tone
U+1F646,person gesturing OK
U+1F646 U+1F3FB,person gesturing OK: light skin tone
U+1F646 U+1F3FC,person gesturing OK: medium-light skin tone
U+1F646 U+1F3FD,person gesturing OK: medium skin tone
U+1F646 U+1F3FE,person gesturing OK: medium-dark skin tone
U+1F646 U+1F3FF,person gesturing OK: dark skin tone
U+1F646 U+200D U+2642 U+FE0F,man gesturing OK
U+1F646 U+1F3FB U+200D U+2642 U+FE0F,man gesturing OK: light skin tone
U+1F646 U+1F3FC U+200D U+2642 U+FE0F,man gesturing OK: medium-light skin tone
U+1F646 U+1F3FD U+200D U+2642 U+FE0F,man gesturing OK: medium skin tone
U+1F646 U+1F3FE U+200D U+2642 U+FE0F,man gesturing OK: medium-dark skin tone
U+1F646 U+1F3FF U+200D U+2642 U+FE0F,man gesturing OK: dark skin tone
U+1F646 U+200D U+2640 U+FE0F,woman gesturing OK
U+1F646 U+1F3FB U+200D U+2640 U+FE0F,woman gesturing OK: light skin tone
U+1F646 U+1F3FC U+200D U+2640 U+FE0F,woman gesturing OK: medium-light skin tone
U+1F646 U+1F3FD U+200D U+2640 U+FE0F,woman gesturing OK: medium skin tone
U+1F646 U+1F3FE U+200D U+2640 U+FE0F,woman gesturing OK: medium-dark skin tone
U+1F646 U+1F3FF U+200D U+2640 U+FE0F,woman gesturing OK: dark skin tone
U+1F481,person tipping hand
U+1F481 U+1F3FB,person tipping hand: light skin tone
U+1F481 U+1F3FC,person tipping hand: medium-light skin tone
U+1F481 U+1F3FD,person tipping hand: medium skin tone
U+1F481 U+1F3FE,person tipping hand: medium-dark skin tone
U+1F481 U+1F3FF,person tipping hand: dark skin tone
U+1F481 U+200D U+2642 U+FE0F,man tipping hand
U+1F481 U+1F3FB U+200D U+2642 U+FE0F,man tipping hand: light skin tone
U+1F481 U+1F3FC U+200D U+2642 U+FE0F,man tipping hand: medium-light skin tone
U+1F481 U+1F3FD U+200D U+2642 U+FE0F,man tipping hand: medium skin tone
U+1F481 U+1F3FE U+200D U+2642 U+FE0F,man tipping hand: medium-dark skin tone
U+1F481 U+1F3FF U+200D U+2642 U+FE0F,man tipping hand: dark skin tone
U+1F481 U+200D U+2640 U+FE0F,woman tipping hand
U+1F481 U+1F3FB U+200D U+2640 U+FE0F,woman tipping hand: light skin tone
U+1F481 U+1F3FC U+200D U+2640 U+FE0F,woman tipping hand: medium-light skin tone
U+1F481 U+1F3FD U+200D U+2640 U+FE0F,woman tipping hand: medium skin tone
U+1F481 U+1F3FE U+200D U+2640 U+FE0F,woman tipping hand: medium-dark skin tone
U+1F481 U+1F3FF U+200D U+2640 U+FE0F,woman tipping hand: dark skin tone
U+1F64B,person raising hand
U+1F64B U+1F3FB,person raising hand: light skin tone
U+1F64B U+1F3FC,person raising hand: medium-light skin tone
U+1F64B U+1F3FD,person raising hand: medium skin tone
U+1F64B U+1F3FE,person raising hand: medium-dark skin tone
U+1F64B U+1F3FF,person raising hand: dark skin tone
U+1F64B U+200D U+2642 U+FE0F,man raising hand
U+1F64B U+1F3FB U+200D U+2642 U+FE0F,man raising hand: light skin tone
U+1F64B U+1F3FC U+200D U+2642 U+FE0F,man raising hand: medium-light skin tone
U+1F64B U+1F3FD U+200D U+2642 U+FE0F,man raising hand: medium skin tone
U+1F64B U+1F3FE U+200D U+2642 U+FE0F,man raising hand: medium-dark skin tone
U+1F64B U+1F3FF U+200D U+2642 U+FE0F,man raising hand: dark skin tone
U+1F64B U+200D U+2640 U+FE0F,woman raising hand
U+1F64B U+1F3FB U+200D U+2640 U+FE0F,woman raising hand: light skin tone
U+1F64B U+1F3FC U+200D U+2640 U+FE0F,woman raising hand: medium-light skin tone
U+1F64B U+1F3FD U+200D U+2640 U+FE0F,woman raising hand: medium skin tone
U+1F64B U+1F3FE U+200D U+2640 U+FE0F,woman raising hand: medium-dark skin tone
U+1F64B U+1F3FF U+200D U+2640 U+FE0F,woman raising hand: dark skin tone
U+1F647,person bowing
U+1F647 U+1F3FB,person bowing: light skin tone
U+1F647 U+1F3FC,person bowing: medium-light skin tone
U+1F647 U+1F3FD,person bowing: medium skin tone
U+1F647 U+1F3FE,person bowing: medium-dark skin tone
U+1F647 U+1F3FF,person bowing: dark skin tone
U+1F647 U+200D U+2642 U+FE0F,man bowing
U+1F647 U+1F3FB U+200D U+2642 U+FE0F,man bowing: light skin tone
U+1F647 U+1F3FC U+200D U+2642 U+FE0F,man bowing: medium-light skin tone
U+1F647 U+1F3FD U+200D U+2642 U+FE0F,man bowing: medium skin tone
U+1F647 U+1F3FE U+200D U+2642 U+FE0F,man bowing: medium-dark skin tone
U+1F647 U+1F3FF U+200D U+2642 U+FE0F,man bowing: dark skin tone
U+1F647 U+200D U+2640 U+FE0F,woman bowing
U+1F647 U+1F3FB U+200D U+2640 U+FE0F,woman bowing: light skin tone
U+1F647 U+1F3FC U+200D U+2640 U+FE0F,woman bowing: medium-light skin tone
U+1F647 U+1F3FD U+200D U+2640 U+FE0F,woman bowing: medium skin tone
U+1F647 U+1F3FE U+200D U+2640 U+FE0F,woman bowing: medium-dark skin tone
U+1F647 U+1F3FF U+200D U+2640 U+FE0F,woman bowing: dark skin tone
U+1F926,person facepalming
U+1F926 U+1F3FB,person facepalming: light skin tone
U+1F926 U+1F3FC,person facepalming: medium-light skin tone
U+1F926 U+1F3FD,person facepalming: medium skin tone
U+1F926 U+1F3FE,person facepalming: medium-dark skin tone
U+1F926 U+1F3FF,person facepalming: dark skin tone
U+1F926 U+200D U+2642 U+FE0F,man facepalming
U+1F926 U+1F3FB U+200D U+2642 U+FE0F,man facepalming: light skin tone
U+1F926 U+1F3FC U+200D U+2642 U+FE0F,man facepalming: medium-light skin tone
U+1F926 U+1F3FD U+200D U+2642 U+FE0F,man facepalming: medium skin tone
U+1F926 U+1F3FE U+200D U+2642 U+FE0F,man facepalming: medium-dark skin tone
U+1F926 U+1F3FF U+200D U+2642 U+FE0F,man facepalming: dark skin tone
U+1F926 U+200D U+2640 U+FE0F,woman facepalming
U+1F926 U+1F3FB U+200D U+2640 U+FE0F,woman facepalming: light skin tone
U+1F926 U+1F3FC U+200D U+2640 U+FE0F,woman facepalming: medium-light skin tone
U+1F926 U+1F3FD U+200D U+2640 U+FE0F,woman facepalming: medium skin tone
U+1F926 U+1F3FE U+200D U+2640 U+FE0F,woman facepalming: medium-dark skin tone
U+1F926 U+1F3FF U+200D U+2640 U+FE0F,woman facepalming: dark skin tone
U+1F937,person shrugging
U+1F937 U+1F3FB,person shrugging: light skin tone
U+1F937 U+1F3FC,person shrugging: medium-light skin tone
U+1F937 U+1F3FD,person shrugging: medium skin tone
U+1F937 U+1F3FE,person shrugging: medium-dark skin tone
U+1F937 U+1F3FF,person shrugging: dark skin tone
U+1F937 U+200D U+2642 U+FE0F,man shrugging
U+1F937 U+1F3FB U+200D U+2642 U+FE0F,man shrugging: light skin tone
U+1F937 U+1F3FC U+200D U+2642 U+FE0F,man shrugging: medium-light skin tone
U+1F937 U+1F3FD U+200D U+2642 U+FE0F,man shrugging: medium skin tone
U+1F937 U+1F3FE U+200D U+2642 U+FE0F,man shrugging: medium-dark skin tone
U+1F937 U+1F3FF U+200D U+2642 U+FE0F,man shrugging: dark skin tone
U+1F937 U+200D U+2640 U+FE0F,woman shrugging
U+1F937 U+1F3FB U+200D U+2640 U+FE0F,woman shrugging: light skin tone
U+1F937 U+1F3FC U+200D U+2640 U+FE0F,woman shrugging: medium-light skin tone
U+1F937 U+1F3FD U+200D U+2640 U+FE0F,woman shrugging: medium skin tone
U+1F937 U+1F3FE U+200D U+2640 U+FE0F,woman shrugging: medium-dark skin tone
U+1F937 U+1F3FF U+200D U+2640 U+FE0F,woman shrugging: dark skin tone
U+1F486,person getting massage
U+1F486 U+1F3FB,person getting massage: light skin tone
U+1F486 U+1F3FC,person getting massage: medium-light skin tone
U+1F486 U+1F3FD,person getting massage: medium skin tone
U+1F486 U+1F3FE,person getting massage: medium-dark skin tone
U+1F486 U+1F3FF,person getting massage: dark skin tone
U+1F486 U+200D U+2642 U+FE0F,man getting massage
U+1F486 U+1F3FB U+200D U+2642 U+FE0F,man getting massage: light skin tone
U+1F486 U+1F3FC U+200D U+2642 U+FE0F,man getting massage: medium-light skin tone
U+1F486 U+1F3FD U+200D U+2642 U+FE0F,man getting massage: medium skin tone
U+1F486 U+1F3FE U+200D U+2642 U+FE0F,man getting massage: medium-dark skin tone
U+1F486 U+1F3FF U+200D U+2642 U+FE0F,man getting massage: dark skin tone
U+1F486 U+200D U+2640 U+FE0F,woman getting massage
U+1F486 U+1F3FB U+200D U+2640 U+FE0F,woman getting massage: light skin tone
U+1F486 U+1F3FC U+200D U+2640 U+FE0F,woman getting massage: medium-light skin tone
U+1F486 U+1F3FD U+200D U+2640 U+FE0F,woman getting massage: medium skin tone
U+1F486 U+1F3FE U+200D U+2640 U+FE0F,woman getting massage: medium-dark skin tone
U+1F486 U+1F3FF U+200D U+2640 U+FE0F,woman getting massage: dark skin tone
U+1F487,person getting haircut
U+1F487 U+1F3FB,person getting haircut: light skin tone
U+1F487 U+1F3FC,person getting haircut: medium-light skin tone
U+1F487 U+1F3FD,person getting haircut: medium skin tone
U+1F487 U+1F3FE,person getting haircut: medium-dark skin tone
U+1F487 U+1F3FF,person getting haircut: dark skin tone
U+1F487 U+200D U+2642 U+FE0F,man getting haircut
U+1F487 U+1F3FB U+200D U+2642 U+FE0F,man getting haircut: light skin tone
U+1F487 U+1F3FC U+200D U+2642 U+FE0F,man getting haircut: medium-light skin tone
U+1F487 U+1F3FD U+200D U+2642 U+FE0F,man getting haircut: medium skin tone
U+1F487 U+1F3FE U+200D U+2642 U+FE0F,man getting haircut: medium-dark skin tone
U+1F487 U+1F3FF U+200D U+2642 U+FE0F,man getting haircut: dark skin tone
U+1F487 U+200D U+2640 U+FE0F,woman getting haircut
U+1F487 U+1F3FB U+200D U+2640 U+FE0F,woman getting haircut: light skin tone
U+1F487 U+1F3FC U+200D U+2640 U+FE0F,woman getting haircut: medium-light skin tone
U+1F487 U+1F3FD U+200D U+2640 U+FE0F,woman getting haircut: medium skin tone
U+1F487 U+1F3FE U+200D U+2640 U+FE0F,woman getting haircut: medium-dark skin tone
U+1F487 U+1F3FF U+200D U+2640 U+FE0F,woman getting haircut: dark skin tone
U+1F6B6,person walking
U+1F6B6 U+1F3FB,person walking: light skin tone
U+1F6B6 U+1F3FC,person walking: medium-light skin tone
U+1F6B6 U+1F3FD,person walking: medium skin tone
U+1F6B6 U+1F3FE,person walking: medium-dark skin tone
U+1F6B6 U+1F3FF,person walking: dark skin tone
U+1F6B6 U+200D U+2642 U+FE0F,man walking
U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F,man walking: light skin tone
U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F,man walking: medium-light skin tone
U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F,man walking: medium skin tone
U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F,man walking: medium-dark skin tone
U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F,man walking: dark skin tone
U+1F6B6 U+200D U+2640 U+FE0F,woman walking
U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F,woman walking: light skin tone
U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F,woman walking: medium-light skin tone
U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F,woman walking: medium skin tone
U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F,woman walking: medium-dark skin tone
U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F,woman walking: dark skin tone
U+1F3C3,person running
U+1F3C3 U+1F3FB,person running: light skin tone
U+1F3C3 U+1F3FC,person running: medium-light skin tone
U+1F3C3 U+1F3FD,person running: medium skin tone
U+1F3C3 U+1F3FE,person running: medium-dark skin tone
U+1F3C3 U+1F3FF,person running: dark skin tone
U+1F3C3 U+200D U+2642 U+FE0F,man running
U+1F3C3 U+1F3FB U+200D U+2642 U+FE0F,man running: light skin tone
U+1F3C3 U+1F3FC U+200D U+2642 U+FE0F,man running: medium-light skin tone
U+1F3C3 U+1F3FD U+200D U+2642 U+FE0F,man running: medium skin tone
U+1F3C3 U+1F3FE U+200D U+2642 U+FE0F,man running: medium-dark skin tone
U+1F3C3 U+1F3FF U+200D U+2642 U+FE0F,man running: dark skin tone
U+1F3C3 U+200D U+2640 U+FE0F,woman running
U+1F3C3 U+1F3FB U+200D U+2640 U+FE0F,woman running: light skin tone
U+1F3C3 U+1F3FC U+200D U+2640 U+FE0F,woman running: medium-light skin tone
U+1F3C3 U+1F3FD U+200D U+2640 U+FE0F,woman running: medium skin tone
U+1F3C3 U+1F3FE U+200D U+2640 U+FE0F,woman running: medium-dark skin tone
U+1F3C3 U+1F3FF U+200D U+2640 U+FE0F,woman running: dark skin tone
U+1F483,woman dancing
U+1F483 U+1F3FB,woman dancing: light skin tone
U+1F483 U+1F3FC,woman dancing: medium-light skin tone
U+1F483 U+1F3FD,woman dancing: medium skin tone
U+1F483 U+1F3FE,woman dancing: medium-dark skin tone
U+1F483 U+1F3FF,woman dancing: dark skin tone
U+1F57A,man dancing
U+1F57A U+1F3FB,man dancing: light skin tone
U+1F57A U+1F3FC,man dancing: medium-light skin tone
U+1F57A U+1F3FD,man dancing: medium skin tone
U+1F57A U+1F3FE,man dancing: medium-dark skin tone
U+1F57A U+1F3FF,man dancing: dark skin tone
U+1F46F,people with bunny ears partying
U+1F46F U+200D U+2642 U+FE0F,men with bunny ears partying
U+1F46F U+200D U+2640 U+FE0F,women with bunny ears partying
U+1F574,man in business suit levitating
U+1F574 U+1F3FB,man in business suit levitating: light skin tone
U+1F574 U+1F3FC,man in business suit levitating: medium-light skin tone
U+1F574 U+1F3FD,man in business suit levitating: medium skin tone
U+1F574 U+1F3FE,man in business suit levitating: medium-dark skin tone
U+1F574 U+1F3FF,man in business suit levitating: dark skin tone
U+1F5E3,speaking head
U+1F464,bust in silhouette
U+1F465,busts in silhouette
U+1F93A,person fencing
U+1F3C7,horse racing
U+1F3C7 U+1F3FB,horse racing: light skin tone
U+1F3C7 U+1F3FC,horse racing: medium-light skin tone
U+1F3C7 U+1F3FD,horse racing: medium skin tone
U+1F3C7 U+1F3FE,horse racing: medium-dark skin tone
U+1F3C7 U+1F3FF,horse racing: dark skin tone
U+26F7,skier
U+1F3C2,snowboarder
U+1F3C2 U+1F3FB,snowboarder: light skin tone
U+1F3C2 U+1F3FC,snowboarder: medium-light skin tone
U+1F3C2 U+1F3FD,snowboarder: medium skin tone
U+1F3C2 U+1F3FE,snowboarder: medium-dark skin tone
U+1F3C2 U+1F3FF,snowboarder: dark skin tone
U+1F3CC,person golfing
U+1F3CC U+1F3FB,person golfing: light skin tone
U+1F3CC U+1F3FC,person golfing: medium-light skin tone
U+1F3CC U+1F3FD,person golfing: medium skin tone
U+1F3CC U+1F3FE,person golfing: medium-dark skin tone
U+1F3CC U+1F3FF,person golfing: dark skin tone
U+1F3CC U+FE0F U+200D U+2642 U+FE0F,man golfing
U+1F3CC U+1F3FB U+200D U+2642 U+FE0F,man golfing: light skin tone
U+1F3CC U+1F3FC U+200D U+2642 U+FE0F,man golfing: medium-light skin tone
U+1F3CC U+1F3FD U+200D U+2642 U+FE0F,man golfing: medium skin tone
U+1F3CC U+1F3FE U+200D U+2642 U+FE0F,man golfing: medium-dark skin tone
U+1F3CC U+1F3FF U+200D U+2642 U+FE0F,man golfing: dark skin tone
U+1F3CC U+FE0F U+200D U+2640 U+FE0F,woman golfing
U+1F3CC U+1F3FB U+200D U+2640 U+FE0F,woman golfing: light skin tone
U+1F3CC U+1F3FC U+200D U+2640 U+FE0F,woman golfing: medium-light skin tone
U+1F3CC U+1F3FD U+200D U+2640 U+FE0F,woman golfing: medium skin tone
U+1F3CC U+1F3FE U+200D U+2640 U+FE0F,woman golfing: medium-dark skin tone
U+1F3CC U+1F3FF U+200D U+2640 U+FE0F,woman golfing: dark skin tone
U+1F3C4,person surfing
U+1F3C4 U+1F3FB,person surfing: light skin tone
U+1F3C4 U+1F3FC,person surfing: medium-light skin tone
U+1F3C4 U+1F3FD,person surfing: medium skin tone
U+1F3C4 U+1F3FE,person surfing: medium-dark skin tone
U+1F3C4 U+1F3FF,person surfing: dark skin tone
U+1F3C4 U+200D U+2642 U+FE0F,man surfing
U+1F3C4 U+1F3FB U+200D U+2642 U+FE0F,man surfing: light skin tone
U+1F3C4 U+1F3FC U+200D U+2642 U+FE0F,man surfing: medium-light skin tone
U+1F3C4 U+1F3FD U+200D U+2642 U+FE0F,man surfing: medium skin tone
U+1F3C4 U+1F3FE U+200D U+2642 U+FE0F,man surfing: medium-dark skin tone
U+1F3C4 U+1F3FF U+200D U+2642 U+FE0F,man surfing: dark skin tone
U+1F3C4 U+200D U+2640 U+FE0F,woman surfing
U+1F3C4 U+1F3FB U+200D U+2640 U+FE0F,woman surfing: light skin tone
U+1F3C4 U+1F3FC U+200D U+2640 U+FE0F,woman surfing: medium-light skin tone
U+1F3C4 U+1F3FD U+200D U+2640 U+FE0F,woman surfing: medium skin tone
U+1F3C4 U+1F3FE U+200D U+2640 U+FE0F,woman surfing: medium-dark skin tone
U+1F3C4 U+1F3FF U+200D U+2640 U+FE0F,woman surfing: dark skin tone
U+1F6A3,person rowing boat
U+1F6A3 U+1F3FB,person rowing boat: light skin tone
U+1F6A3 U+1F3FC,person rowing boat: medium-light skin tone
U+1F6A3 U+1F3FD,person rowing boat: medium skin tone
U+1F6A3 U+1F3FE,person rowing boat: medium-dark skin tone
U+1F6A3 U+1F3FF,person rowing boat: dark skin tone
U+1F6A3 U+200D U+2642 U+FE0F,man rowing boat
U+1F6A3 U+1F3FB U+200D U+2642 U+FE0F,man rowing boat: light skin tone
U+1F6A3 U+1F3FC U+200D U+2642 U+FE0F,man rowing boat: medium-light skin tone
U+1F6A3 U+1F3FD U+200D U+2642 U+FE0F,man rowing boat: medium skin tone
U+1F6A3 U+1F3FE U+200D U+2642 U+FE0F,man rowing boat: medium-dark skin tone
U+1F6A3 U+1F3FF U+200D U+2642 U+FE0F,man rowing boat: dark skin tone
U+1F6A3 U+200D U+2640 U+FE0F,woman rowing boat
U+1F6A3 U+1F3FB U+200D U+2640 U+FE0F,woman rowing boat: light skin tone
U+1F6A3 U+1F3FC U+200D U+2640 U+FE0F,woman rowing boat: medium-light skin tone
U+1F6A3 U+1F3FD U+200D U+2640 U+FE0F,woman rowing boat: medium skin tone
U+1F6A3 U+1F3FE U+200D U+2640 U+FE0F,woman rowing boat: medium-dark skin tone
U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F,woman rowing boat: dark skin tone
U+1F3CA,person swimming
U+1F3CA U+1F3FB,person swimming: light skin tone
U+1F3CA U+1F3FC,person swimming: medium-light skin tone
U+1F3CA U+1F3FD,person swimming: medium skin tone
U+1F3CA U+1F3FE,person swimming: medium-dark skin tone
U+1F3CA U+1F3FF,person swimming: dark skin tone
U+1F3CA U+200D U+2642 U+FE0F,man swimming
U+1F3CA U+1F3FB U+200D U+2642 U+FE0F,man swimming: light skin tone
U+1F3CA U+1F3FC U+200D U+2642 U+FE0F,man swimming: medium-light skin tone
U+1F3CA U+1F3FD U+200D U+2642 U+FE0F,man swimming: medium skin tone
U+1F3CA U+1F3FE U+200D U+2642 U+FE0F,man swimming: medium-dark skin tone
U+1F3CA U+1F3FF U+200D U+2642 U+FE0F,man swimming: dark skin tone
U+1F3CA U+200D U+2640 U+FE0F,woman swimming
U+1F3CA U+1F3FB U+200D U+2640 U+FE0F,woman swimming: light skin tone
U+1F3CA U+1F3FC U+200D U+2640 U+FE0F,woman swimming: medium-light skin tone
U+1F3CA U+1F3FD U+200D U+2640 U+FE0F,woman swimming: medium skin tone
U+1F3CA U+1F3FE U+200D U+2640 U+FE0F,woman swimming: medium-dark skin tone
U+1F3CA U+1F3FF U+200D U+2640 U+FE0F,woman swimming: dark skin tone
U+26F9,person bouncing ball
U+26F9 U+1F3FB,person bouncing ball: light skin tone
U+26F9 U+1F3FC,person bouncing ball: medium-light skin tone
U+26F9 U+1F3FD,person bouncing ball: medium skin tone
U+26F9 U+1F3FE,person bouncing ball: medium-dark skin tone
U+26F9 U+1F3FF,person bouncing ball: dark skin tone
U+26F9 U+FE0F U+200D U+2642 U+FE0F,man bouncing ball
U+26F9 U+1F3FB U+200D U+2642 U+FE0F,man bouncing ball: light skin tone
U+26F9 U+1F3FC U+200D U+2642 U+FE0F,man bouncing ball: medium-light skin tone
U+26F9 U+1F3FD U+200D U+2642 U+FE0F,man bouncing ball: medium skin tone
U+26F9 U+1F3FE U+200D U+2642 U+FE0F,man bouncing ball: medium-dark skin tone
U+26F9 U+1F3FF U+200D U+2642 U+FE0F,man bouncing ball: dark skin tone
U+26F9 U+FE0F U+200D U+2640 U+FE0F,woman bouncing ball
U+26F9 U+1F3FB U+200D U+2640 U+FE0F,woman bouncing ball: light skin tone
U+26F9 U+1F3FC U+200D U+2640 U+FE0F,woman bouncing ball: medium-light skin tone
U+26F9 U+1F3FD U+200D U+2640 U+FE0F,woman bouncing ball: medium skin tone
U+26F9 U+1F3FE U+200D U+2640 U+FE0F,woman bouncing ball: medium-dark skin tone
U+26F9 U+1F3FF U+200D U+2640 U+FE0F,woman bouncing ball: dark skin tone
U+1F3CB,person lifting weights
U+1F3CB U+1F3FB,person lifting weights: light skin tone
U+1F3CB U+1F3FC,person lifting weights: medium-light skin tone
U+1F3CB U+1F3FD,person lifting weights: medium skin tone
U+1F3CB U+1F3FE,person lifting weights: medium-dark skin tone
U+1F3CB U+1F3FF,person lifting weights: dark skin tone
U+1F3CB U+FE0F U+200D U+2642 U+FE0F,man lifting weights
U+1F3CB U+1F3FB U+200D U+2642 U+FE0F,man lifting weights: light skin tone
U+1F3CB U+1F3FC U+200D U+2642 U+FE0F,man lifting weights: medium-light skin tone
U+1F3CB U+1F3FD U+200D U+2642 U+FE0F,man lifting weights: medium skin tone
U+1F3CB U+1F3FE U+200D U+2642 U+FE0F,man lifting weights: medium-dark skin tone
U+1F3CB U+1F3FF U+200D U+2642 U+FE0F,man lifting weights: dark skin tone
U+1F3CB U+FE0F U+200D U+2640 U+FE0F,woman lifting weights
U+1F3CB U+1F3FB U+200D U+2640 U+FE0F,woman lifting weights: light skin tone
U+1F3CB U+1F3FC U+200D U+2640 U+FE0F,woman lifting weights: medium-light skin tone
U+1F3CB U+1F3FD U+200D U+2640 U+FE0F,woman lifting weights: medium skin tone
U+1F3CB U+1F3FE U+200D U+2640 U+FE0F,woman lifting weights: medium-dark skin tone
U+1F3CB U+1F3FF U+200D U+2640 U+FE0F,woman lifting weights: dark skin tone
U+1F6B4,person biking
U+1F6B4 U+1F3FB,person biking: light skin tone
U+1F6B4 U+1F3FC,person biking: medium-light skin tone
U+1F6B4 U+1F3FD,person biking: medium skin tone
U+1F6B4 U+1F3FE,person biking: medium-dark skin tone
U+1F6B4 U+1F3FF,person biking: dark skin tone
U+1F6B4 U+200D U+2642 U+FE0F,man biking
U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F,man biking: light skin tone
U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F,man biking: medium-light skin tone
U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F,man biking: medium skin tone
